DeviceSN	10039
LaserWavelength_nm	785
Exposure_ms	1000
GainMultiplier	1
LaserCurrent_mA	250
LaserPower_mW	90.7130737
RepetitionCount	5
Tags	#BaselineCorrection_RollingCircle_radius_1000_scaleY_0.1
400	0
402	0
404	0
406	0
408	0
410	0.0508117676
412	0.301841736
414	0.561096191
416	0.621086121
418	0.605537415
420	0.604598999
422	0.725837708
424	0.942024231
426	1.11670685
428	1.28408051
430	1.45632935
432	1.57383728
434	1.66498566
436	1.74002838
438	1.79633331
440	1.84041595
442	1.87635803
444	1.86109161
446	1.81649017
448	1.82135773
450	1.83013153
452	1.82355499
454	1.7914505
456	1.70040131
458	1.62580872
460	1.55454254
462	1.43715668
464	1.34044647
466	1.20800018
468	1.065979
470	0.97379303
472	0.869026184
474	0.814201355
476	0.847602844
478	0.909164429
480	0.973480225
482	1.05265045
484	1.14823151
486	1.26650238
488	1.46051025
490	1.61587524
492	1.64015961
494	1.61113739
496	1.63346863
498	1.78730774
500	1.97265625
502	2.03509521
504	1.99242401
506	1.92855072
508	1.85396576
510	1.7043457
512	1.56967163
514	1.45506287
516	1.35733795
518	1.31220245
520	1.27558136
522	1.22840118
524	1.12086487
526	0.96749115
528	0.8777771
530	0.79283905
532	0.724647522
534	0.758598328
536	0.863449097
538	0.961936951
540	0.946136475
542	0.859283447
544	0.866752625
546	0.969390869
548	1.06824493
550	1.11347198
552	1.13331604
554	1.15475464
556	1.15003967
558	1.12632751
560	1.1275177
562	1.10530853
564	1.08603668
566	1.13631439
568	1.21443176
570	1.27459717
572	1.27204895
574	1.23457336
576	1.23438263
578	1.26047516
580	1.3012619
582	1.34332275
584	1.35843658
586	1.32752228
588	1.15563202
590	0.930374146
592	0.80947113
594	0.706130981
596	0.605506897
598	0.503112793
600	0.413909912
602	0.375663757
604	0.316070557
606	0.257621765
608	0.233779907
610	0.197021484
612	0.183357239
614	0.128433228
616	0.0246887207
618	0
620	0.0105209351
622	0.0374298096
624	0.0636367798
626	0.105445862
628	0.164497375
630	0.249481201
632	0.327728271
634	0.348655701
636	0.285713196
638	0.257545471
640	0.3673172
642	0.554862976
644	0.660903931
646	0.617355347
648	0.58493042
650	0.705886841
652	0.881355286
654	0.98576355
656	0.996574402
658	1.00077057
660	1.06554413
662	1.18167877
664	1.26637268
666	1.21666718
668	1.11096191
670	1.13770294
672	1.26792908
674	1.39296722
676	1.40486145
678	1.3586731
680	1.37799072
682	1.3862381
684	1.37120819
686	1.34257507
688	1.25366211
690	1.19593811
692	1.15388489
694	1.13285828
696	1.14699554
698	1.11938477
700	1.13469696
702	1.22606659
704	1.34416962
706	1.39705658
708	1.30318451
710	1.20654297
712	1.20290375
714	1.21019745
716	1.17962646
718	1.01943207
720	0.852462769
722	0.781936646
724	0.737586975
726	0.737289429
728	0.766098022
730	0.785102844
732	0.725723267
734	0.570495605
736	0.462394714
738	0.409111023
740	0.375061035
742	0.363815308
744	0.358131409
746	0.38520813
748	0.396400452
750	0.38986969
752	0.405448914
754	0.395278931
756	0.412200928
758	0.450294495
760	0.472000122
762	0.434265137
764	0.288047791
766	0.251403809
768	0.371734619
770	0.522163391
772	0.647071838
774	0.74520874
776	0.826667786
778	0.805709839
780	0.733642578
782	0.789337158
784	0.911308289
786	1.02455139
788	1.09545898
790	1.14212036
792	1.17286682
794	1.10245514
796	1.0611496
798	1.07676697
800	1.06608582
802	1.02825165
804	0.887939453
806	0.748130798
808	0.667572021
810	0.595222473
812	0.545074463
814	0.468521118
816	0.375167847
818	0.269363403
820	0.156639099
822	0.0826034546
824	0.0186920166
826	0
828	0.0294189453
830	0.0881881714
832	0.132881165
834	0.132080078
836	0.141868591
838	0.171104431
840	0.198318481
842	0.272575378
844	0.381347656
846	0.484619141
848	0.48915863
850	0.442611694
852	0.479774475
854	0.508155823
856	0.557678223
858	0.688827515
860	0.842910767
862	0.889122009
864	0.767147064
866	0.73109436
868	0.851032257
870	0.985244751
872	1.08611298
874	1.20728302
876	1.31301117
878	1.29879379
880	1.22746277
882	1.19777679
884	1.15606689
886	1.15190887
888	1.11955261
890	1.09325409
892	1.08647919
894	1.00050354
896	0.864082336
898	0.590332031
900	0.416175842
